,company,job_title,location,company_rating,job_age,job_link,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate
801,Poke House,Vice Store Manager,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2722&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_42a948fe&cb=1675595640928&jobListingId=1008376956948&cpc=39BF0EDDD7C951CC&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-60df97fb9c2204c4--6NYlbfkN0D_M1yx-FWPLzblnGjBaJLTZ1BYOFsErCyPl1odBZDTTjZZ0WvXZI0UJ0YIN-V6DQSfCcH-y3nwNCP_7hIQntUaFl83fLPhSiWZH2q_0fFkZi_FTUlC28Wh8eO7JygMuFEEWea3QTDNB5Go8YFkD3m02H3zPhd8TwO2EfxBwzohBDi5GpboossVqqcCMQeLKHUl35bfndaR5gURoIdS1t3tOiadyN-0UTF54bNzkhLAH-czp50P8M5XVXpG5wXCzMiV5m2GZvatYlV8MugBNZqoHunnZrXYdcAAc4YenUgY7eBrhuS0NMvLlaDFgfJVJmUzaSfzfuzpud9dAC5KV6HCkdq6-iTCxGKeFanKRzowqWKF804Mp3uclMG8BXBy9_ut5ICwJpLItuJTpp9sajqSPIyh6pVy_vL0apnN8ue65fPlX_Wh24NhhJ62ophdKvXyVlAjL_LaBYMXcsnbve65Gmi-2ukgqY3xa9U2tiI2kf6qjtmSic4JKg64p9ZbpVq3kvCo03xOopj1Dki1hHqTft4SqyCA1b71K5mfnRzzcitIcO_YQ5a7zhIpZbXUtYE%3D,,,,,,,,,,,,
802,WEBIDOO SpA,Business Developer,Italia,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2723&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7fb5fad3&cb=1675595640928&jobListingId=1008450157158&cpc=4050D81B60456B41&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-69d99e5aaafd1a58--6NYlbfkN0Bbc8gxfAHFKRuywEjVkkggr-Rb3TCwN77l9KXd-eqlp_6LLVsnEbhGeJnRaWlEWPVproY6YCjq9brQfIZ5x0nCjaEdDtMPNdKsqD999x5TBR05RZlupBlf47JoMnt51g8w-RNYlziqctseGCbNvToRTSrUnXM9pP5x1YZvUMlYVvGJwWuM7loTM5DfU3J3_6O-dDLZ05Iq5RxwGrNRz7YhRU-55nKLNvEr7uxBe9kciBXxLcipcmk_8dMbCdhhDjER_2Gjmhjx2RFS7BgzKI6v1lveIGonOlrSeniDRSPtE1w8JIVy7C0FL_UcF4BKgUcp9uXA4wul95tOd1fqGXGxCKMdqBzAsQKnJ6rexPOFp22JLUgDeEXQWIidwSp-hBUO6FrXlRCrrk7sTCSxMtVuMVfaM7JiAdbYX9KPTdcDrSdF-OL7P8OGctGlLR0AFaK7YWTpIEcwe-sHkqvJ1iK5aX8MTo0ku9TiTpN53ftXgNg4ru6zzQOCo6gcE_csMIQNGdtAgQb5OhgcMP1V-8V1mzOdunjUiJP2W7fCrivsQdaJfERlJykjOCaThRKM3I6dntDd3ChBoQ%3D%3D,,,,,,,,,,,,
803,LEGOLAS F2F,,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2724&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4aa3ec4f&cb=1675595640928&jobListingId=1008150695343&cpc=9952A63AB06E78AD&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-5d4346c2873996bc--6NYlbfkN0Brhxcnrdf25a96VuAO1FHh_16xrDe9EsM7qSbMfOOthMAFnhrwmY0pvBOJpyIcRNmIkKQCWtlqIfzWQrl994JQ4Hd6dekYEkcIcS7wjm7m_iuaphUGhuekms9lMXRHCoLK8c21JLuWaSYkShF_dtNxkRe1my7nk0Av8U0-pxKZ4eHhAsQKSANkZ3aGAwbyKY12Zq7Zw-vYT2RPoMNAMVKEhrY4zqqLHSOT1fZrWa_uMViMpRvovouB9L7i7Ud9e6U5tqr9Yy07ImY2X7wk4frcBXnBI1OBW920h1T9waiRwiZIttLviFlzLjwGm6kBCt0pRIo0lKp1WJTrsDwAtEsUm4qSlELPoHIyPObWta1N-8E0OVoijG19tmFzMnmIEiVA0MUqpsRhVXROvtDOQHZAnN6b6hWFJ24IlSyEtb-BzQ6pQeYhbNszgglD5S6HYjV9mkUJc4WBbAd5UxysH6og_XAp1jsLk3rRLMVJmXdVVFvqmwCBM1fTezzWOkG37q2RZl0sSID15hcKCx11jZQfvYOjsmD7mZqIEF65JCn-HgsBNLXPi8UHB1bSytP0hzgpwtquL_jDvK-7uPhIUkbkGpuCgWxTsLjU5Q1B1bMAcl5vY_YH2yFaD3Ru1pnOD6QD_CRPXWuyMTRLyfgPpEan9k_1_CXG13aIy0zmY0GK065glL2mEzmSZE3JmSMoWMqFNmwSzsAWuA%3D%3D,,,,,,,,,,,,
804,Manpower,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.1<i class=""css-0 e1cjmv6j0""></i></span>",6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2725&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&cs=1_02bf2dd0&cb=1675595640928&jobListingId=1008437200141&cpc=61E17551093C17CB&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-2674902ca6756dc4--6NYlbfkN0ClZqaX-sKdGgzOio3yhb4AvR-vSPstYNRqTmgyaFf4FZ-v4zOA23Z9oedstVK51ytiHeSf1arxSeMV_m45PX5LghCgLsrR4Jjv1jIXT82r8URB8tB-SOtHaezhbkuzPXNC8Aj6X72glIG30QH5Z4Gne2kI3PquktmLhtLENfCgVAfIOn3O2fiIwE3qG2VYR9X6NliEBsDWlcU8n3qKdMW6HhY-TO60v-P8r5RGVJtT4oo2Meo5kdXgn144SzNqQELOFfStPGoY5YN0Cf7eYiq-LJO0it8fqme7FPPJRZGo3uIm1Pbouo-rcqESf8ffeH94dcXmbK84AqQyPeQPUTG-pU4xTRX9-YCSXTRTza1T-2Gh3Bybt5BfAHZ0gHMQFatbJ4LZKAJuPZZxx5DNirM0LtrQiP5XH85dQRdG9IthR5hBd7QS93lIM4CVXg2HDb69gmnjeg6nBj5MhCsfL0q6WQ5hrSlcPCOy_lkB2EeKosc0uhr4Q-eSgKr9wxRJHI2sf5QTv3P44SFg1zPbLQ5yhtk4FlF0hIKgJKB7sz-NCpLPDjPdbaXao1tTCsUypgW0WYFm9QQFSSje4f0bth5Eb43OCwH1y-4dqzGbWeTmeNtUKzmz_OTSbUbNTqc1sigZT9UT_AlFWpi6B8uEfOfzpwy2II4kxarAMhkx1QC3A4WfnQBD6PHwZthOHZZIjZIaJE0puMIMHOh1FqVee-2ejNHxmMnNvFk%3D,,,,,,,,,,,,
805,Rete Servizio Civile,,Italia,,17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2726&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_688ca18a&cb=1675595640928&jobListingId=1008416287617&cpc=70D6958B2CFB98E6&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-773a4cbc39e40e49--6NYlbfkN0DT7VMttkO2X7JG_zv-SciHGg_9GA_6tXl9BqorkB-XfasHgPTcGm0nuAFpfqedlIn1dHoUQf_fVOWLtVrgkvPFhpai6abfhPZF4WwGGTxzQGuW9zqEsc9XmCDoH4_usmPrHeri-Y0dlN3iIl2TeKsq05Wq3m4Kk9bMQ0WTv9KEsPFooMQ-JcxYHFiSJQMl_h0fIRAq5TBcJeWhsMYEf9cr5KjC-k8lJ6B0iivPljKppFqd2G_GIhZlyfOAOXxf5iSHJ6yv-7O6qfA7wfXmxYzyitiIVawmxd5Z3PRu3W4NkKJSP4sivHOnRwSMsq7TOEtgxLojmSI0E1XKKO8l27C6B3nVbSZ7bXrLZLCdFXadkv5jUIvlXMUcDKRkaMYz8rA_KndRfJjnurxPPjZbWbVlidgeikZYoYa7WMZh9faiIGDWO-EfX9AUrcSc55AoLXt61OR8_62jyJme-xzcBNSt0l_MKiHqAcPdZFne1-LilV0l606HfYzIYJ1bLkP6UUMbK4wJg4dCHxv2ib9xoL63ImyVlUpGk40RA1GqgFxriwyazFHtpSf6M0QuHPxWhPlStDQ0E0kF3NrxQf0lAg7WOu4SxMzMUEhcCl8uwjN--g%3D%3D,,,,,,,,,,,,
806,Gruppo Tempocasa,Consulente,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2727&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_90d5d28a&cb=1675595640928&jobListingId=1008440017058&cpc=878687325D2A5CC7&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-99d3f57f1e7dfbc6--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTYkG8ABxq7mqxg3Q_ypnUr77y3bfqKcBaOR3MIsporWpeh_l7X_nuaKqf8BfbSo8zem-C8RAjlpwtkN8sFGrmiFudnKmjtij4V62TM2aZDnCgSa_w3LgTEYJg_Vet9DLXa7WZqS60EF4hL76lHpOaac-JH_amymxVOfdktF4h4uvqzPMR8HlidqRSwN-175YJA-88ybUhtP0qm6UEQsbM-K7wmk1ycb1AtpEd58X1nWc7HqAO-Ye-72j90cjMc13i4j_Csh9ArgpaDBXXOpSnf2Wvk4teTDIO6GnRt8lnzDE6sJOaOvYLo5EX7CGvMrneK1zXcM9vwysLyVYIQwWM-_DX31_5NdWU7Su-CYCRipaPWTKz1VmIppQNPkGeUV_jugUsmbjgqkXReLksEaJ5y2pWkpkueravzQXbZ1hXeFVpKSW13RrdthQZr97XflXG02bC697BfCiUPOhxk7RUWVsUXVZDWPZsvrK6YuwfeAVbg_4KCwY-_z5dV02YTfUyvWn8rCVwHiCl6l_plBKaVPI7hw6IBePaMN4ytccRdOOh3u4xSmx9vmAgkfAjrJsZQkd010M6luLPpiDDsN_p0gjww3Ey8p_8,,,,,,,,,,,,
807,Gruppo Tempocasa,Prima Esperienza Addetto Alle Vendite,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2728&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0eb4af0&cb=1675595640928&jobListingId=1008446603273&cpc=B576E40E3A51D23B&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-e933ff8856c55ac5--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTOiCYpnDDtitJWste_GYfZNY2UTA4gJay0lyFWZ-r4XtjnVQQISIL4DtRMSUh6-N_UbhYx_lMwbqp1TLYMWmJNZkzb1pamyYeAS49SmWAlXmWZeCEDJiLl0KNbHR0v2oVOPv6Jt4SuGDKT1Ad22bN_GJCuqpL9h_o-jmlT19D8pEJH0p_cIM2t4v1wW4pRX7oDvTQ6A934hT3h4g5tLYSFCgJl4QF7wV5aAKVNAGWu4qZKI3FZuYlI4tE_GxtA41SxV4reTXRxl1bWLFnNnbu5N4IZfd2qsTAKlIrJI2gpKFbG1FXymoEaotKNtWZlAFgXFa1rSWbtMaeh53krYUbbGLyv3481u1PIyxBO6dCaT4D-bjl8CzcE1xcI1md_qqjvIyxlxMYBVi18HSoT4pBZ8WN-kRXGP9D9ZEeO9I8Q0_6mHRV31euwrCYI5oaBvFcT5wWhCypVjpcBdAFa3ADBS9Ymtn0K_pQLY-peWJ7XIhzoNxDa99Qu76GRertaacN9Sane6-NhN7cacgQVgUNX3ZBBpznQm_PA4BvsI-cBavhfqDK2RqKMis8ILWhm0snXGQNC0zL4tQMTuO9mYW7IRICtVfCCgQ9,,,,,,,,,,,,
808,Gruppo Tempocasa,Consulente,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2729&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ec4e0ba5&cb=1675595640928&jobListingId=1008440017053&cpc=BC94DADD91C18169&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-90dc92d2efbde937--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wT-37mn1NomlBpbjoRlwB64JJEhBAoGiG6hEN2aEdsGrGDPD4xgyxFWXX1QxQvh5993MdKSON_B2VVXgkKyQUdIgwGHU-nX_wVdXAw0HDrrrBukYbKPwu8y_ERvnWqfcie_5MMtafR_jywRhr8xgN76TZSwMA-cECqH6k63xWX9z1LyR3-q5ISZ6MHNjKyokUcnEn-WzXyBaTGImcyPkFyiNP85-b68t_s-10AexcI2CnvxPJaj_f5YipGRJefBE55PgEsOvTvDqRpUEOGSyQxeYB7gm-eXvyf6IDO2101hp3LtkQKenlEHT3--Edvl_ww_TxrHFtk1i8uEIt0-GnkDxJh_a8kbQO7rTNuB2uc-njhZaSV5S5mivx1x1MtuWOudadc8MuVkcOePa84znw6y_WzH1u7L-R11Px-YHB0NfFW-HpGo6LgF8jU-VpU-3m-pUT-AnGRlhfqOQFQh6T4CxMjsColO0blsR3gchq9Kfo_qDpWAUV5rIvxt3Tm3x4Tao12-VPaUwOMGOlkJBIRGfH98IqN1KjriBZZ3DGMU5xnBV4oUrTMtSA4hYSrb9ABgbTDSxN_RI3JZ8bGA0730XJyr6RMW8se,,,,,,,,,,,,
809,Mio Dottore,Rappresentante Commerciale,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">5<i class=""css-0 e1cjmv6j0""></i></span>",3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2730&ao=1110586&s=58&guid=0000018621486e5093bb51be38fda781&src=GD_JOB_AD&t=SR&vt=w&cs=1_21b32f73&cb=1675595640928&jobListingId=1008443880394&cpc=D99DB9A39DE67464&jrtk=3-0-1gogkgrjkjops801-1gogkgrk5ii29800-660cfacf6435d7af--6NYlbfkN0AF17EcCFvC3sSSauUVKuru0Tz0j2iBkWihqZ056fyRXkVlruWlQHMDZtZISlUPyOLS386AJ09ruB1q75sV65O28vaVsq9PThvJgylLgrI_UQoIZf7KRRThdx8UsAfvVFXg1Rj_71TxjbXRhpBQRjIronrLD577q2FHHrDXZ0RRr1RUtkRES9fqd_5aU3RAc4zteboVe7vIKadTeIwmDsy1EyvAftc-P-kOARR416KX1Byn6gCqFEzWkAdaMCE8BxL-7wkxPUiqzWxq-hUs3vtA7hSMZFBNqWKYMqoMfc1AT90c4edkc65t73qrNVFLtebYjlH7Ri663JINxL944S_CNhk5YCI3tpvxxfh0EvOnlGPg6lNMLHuPS6eROFN_c0jb5u8Y1wCTWHjZ03FU3z6ThKZ-HbusdE8czJOjf7HyCi_vj2n5noqMdVTx-E1COm12n-mwySX2n87C18iZu8basverjWHG9d5EVKA2dx5K0j2wTi5LRZgZ319M7FEOBXUGJi9RW1BR4NnJXEEMetfw6bDAIpIXejDhESFaOreR98556wNyILfsqbduy8O0VZHcTdXdMP5WMhnF8KSPuVE8YO7XBYBBEDTnq3EXAxA0Yh-e_FRokRoOLuLPgPajphNTk7kBut0_0w%3D%3D,,,,,,,,,,,,
810,Enpal GmbH,Senior Business Developer,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2801&ao=1110586&s=58&guid=000001862148928baa46016f2dc54699&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fdca1e91&cb=1675595650194&jobListingId=1008446032351&cpc=4977265379716ABD&jrtk=3-0-1gogkh4lak27r801-1gogkh4lr2a4s000-9c4eef082d133ada--6NYlbfkN0DkwziebNfXPE2Zw22jCFKIwOAdARYtFHjNymoGheYnAEOev3-ct8eHLra8C6vlzn_5a6iAsUP9ZIyJmBwWkn8yESMdqfC5jBngS2j_M-Ssf-wtR-usY_qQVQmLj0U39LP41jn52qXNGS-pc_Mjy83RZC_YsUZHVR7TlDeLxg-7mfGzUj-XxV0qdwfN8-oLj7pJODHkSlAX4YFtkiyD342FpNikULQVYrBzGAX7XlVAx2pHJR1jX2uUeh_r9v9r97QGNNx4b4bpF2Fl8rQ1kH0VHCDFJBBvuKuJm-2DF4kB8J1QnX1DRKlX_9oruES74gkfAYwbx_kPHLb6nX5cxJ36ETSmONfQIYwTF8z9FyRP-AmBN9nYKRThff1fnRAfjZKlSkFquXblabGaNnJhBAl5bGVW4v4iTWIPhNR7jrCdJbdRhtSWP6yIST2F3PHkturWWtnmCV4R2Eyp5dWcI59BvRBz7pkIVyhz4g4jfOooMxGDKm8DcCQ2Cx_mB5qtHEYxbiqhAWdcpg9YjE364w4-_FCrqElRg459WhcUIWOFS2g3ePT46EzZianSB-1Jsj_TnudMxCVzucbeWqYh52h0vdrIO8Y_oJAdgjVJGE1sCJ34rNvwteImWY-3y6MPKaK3XgtoL1yRSfFgejhDeiuz,,,,,,,,,,,,
811,GIGROUP,Operaio Generico,Crema,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2802&ao=1110586&s=58&guid=000001862148928baa46016f2dc54699&src=GD_JOB_AD&t=SR&vt=w&cs=1_d123d65f&cb=1675595650194&jobListingId=1008431241566&cpc=B3B142CD6B71FD88&jrtk=3-0-1gogkh4lak27r801-1gogkh4lr2a4s000-a2ae12e9b8794796--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0CpxGnc3UPbZou5OtOndD3Ma5d_bBoOliIxP40LNKIlpq05RGiwpEAiccfaMW2_H4rn9SV3PmCZEXHS_yW3mDFWdAqDEFU0aHe1zOjVfBi2n2kJxYw7CxSqlwUx9WjL7Q_vIVP6UWlxc7q5FOcAiiQBf8q7FKmSOtilQJE2sMT_A2_D-hqzy7rSAEeSmHy1HC8wlnQBKRIrNfSL2uvUh0cS7nHpbOyI5Stuuyh3iEOqhgA4qnMdki-T1cJjw7eiIgbSqglD6KfZmVVzdA7u0LI_R3gLpSzG2fLFuIC65rod4-9CaQDqAIta1EZLaZ9E4nH9R7604lzzMJgk4PxZH8GLhUdqEOrS_tJLKnNGLQwMQpHDEPs5G9zZ09Sgb8Lh9EkdELbWOmSiYwAOifDmXM4UubGH_gxAq5sQwy-gGRqpKgRcHSpAbr2ugcxWLDKysw7fBDb-nQ1uedbyy6GTw_0be7VJdyGMXYbWMSEkS3odRXjPJDpwCOpAvQCiNFL3qtQEnwk8y91YLq_rIea1ANRz5YBk2tO-12ly0O3T9J5DvH31uVav6KIIHVoa3ptO4OuiZB_93IA9HxCegBqoygk8aFL7UBXq201OD0oioLZQ7kq2PmAs-ReXjieIeYFEDcBvyt2dhP7AZ9J-Sa7tEOmKL0gm0fg2Kcs6EtTx3xMtahep4Zj0J-nDnXw27c2mE-xjvP7KdTRsNgxqg2XbvBCTPK9PsalFnkxwiA6oeTkGcvMSkycqzOiamDIBXZT_lCtXk1mLeIF1xwi811Ri7iNirftfpVZ00W4SbrBHUBKB5YbFwqsdYmyFrqzRxPKTD14SUGs5SYqrcX7Gl3LP7Np9DrY3U1CPV8Y_GA9am9Wl1sAjUSVpfrwyqXt0P5NO9Iv3HIsZXBdKeOTdbRDlhh2dqscmpjPwc0d2QGK-4suw9M9fv6xJgHfrv0btADEXyAvGo71uS7PBDtUEBsygPkmev4DkwndNbwclrhmPxWICitj8M9EU4eQrx1VaAD8C2P6L5NFsGtIPvMG5ZR4YlaRd32hGwKL34aS3eQC7AEMHJSotKPIdCKp2boBm9BNICHIptLT96GawTL4A8gjpYpb9dG0i93_jx-S1tKmmIkvxYYDCVwY3vAZj7fMtj5o0BxsgwmOrU8j-Jgi_XVKkOGS6SBFjOC8iwFpNrugAHfIO6UY0i3_ttKrRth4tYR8pR2cG2fc2GSEVv,,,,,,,,,,,,
812,GIGROUP,Junior Operatore,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2803&ao=1110586&s=58&guid=000001862148928baa46016f2dc54699&src=GD_JOB_AD&t=SR&vt=w&cs=1_4b1f0ca8&cb=1675595650194&jobListingId=1008410796133&cpc=965F231502A4159E&jrtk=3-0-1gogkh4lak27r801-1gogkh4lr2a4s000-535ccae4ae5493c2--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0PIv2yFvvZBUQk_-3UJYmj4FjLu6d9qLV8_UqB8W-y8UBA-L2FXTobij4oUErOCrYAmETzeJxf8yI_3acYfs3cBbgRF-Mz_blAkPehn8e8dT4aTtBqTXCaRa2v-PMD4JnW99-n2loWoBUYImJeIQc_k9zwZnrz8uloqx-sKHrG5QGf5uFeWLcFpV-U3H-EIYHL29AS35vs_aNWrJBnZo_H_7r-mZzZGwhq4sqniiqpWHy71dkIDk2HiGQc-7lmJskpMW5szXQmjWz-vd_C7QBjVj0rdBJ1DnX0qp0K-T1xXsldC8VAG_9Ya6U4HF3q3xH_6Kpui41ChYM0IB4hjjiP-q8MCMEdDYO8Z7Tg21GfaZFxlGm4Ifkb2AR2MCn6OlrVrY8Iv5YrCd2fZ3pxFxlfk1a1O3-4WTuKePuhq7oI6YG7kcB9RYI1UCzx4nhID9szbZvTqRiaL-SVpBOuFIMrIKQPkeNFT-zAmpzvbCZfzYH4wx5TnOOLlD9KIfaBpUCpC2HoiFKZPg6V7jnmXnOmmhfwgnj6TyffETlc4nY2SzXUmu8daBPItdyGEmwwOqqzt1g2gBxlu2fYfRyS1TgEu8mt9RiNKs1CNYBjOYncQo5iC04-PaUssXSMSEF6VCvmKZnS_8aeF4nMt5Zwkhb_iAwR16j-pHZXyQwbEsMxMDBAq0H6rBJK7rzPcY2181fNCMJ4Nn1-UMKbG6aKiLLDg1_4dJ84PdY1cXl9Nz2eLnJ-Mz1pHwljo_zLJ-U3zwg8litX6OgBlD45xQktUx9VfRU1KcPF2tHRtGnp8iHUzBgBdNTFcKsDEGFbCMAuYEnVBGm70hSY9ckYRVRVvMnWNWthQwGA0CsdwVQjNaMV-S7e967bH95WzeH04mx5yyVBN8gkkUpOEQmWIsZQxfNCrUtEhWR716SA1jtbGhjjSqE6B8n04yhr2n1D7xXsHx2WLoDsxCquB44RrKOpLaFEa5sKw8HahXUc4emNHBnzS7RVdLz18xplbKjl3qLV5Joag0Hn_4yuk-7dvnV7QQCB6e6tFkuadJtMLB8yhsi6S_hUIxdAf29X8cTRNMrE6aJ5-7p0TLDQmkNb3PycPYy0Tw-mXOjPspuUo2J97Fepgk8eTMzcFOmhSH9ZJE1FoKuF1c4YTkURi-WJeoRYgbw11P7XFKMBdae6vVMf-GN4KQGCWCXZUtAByKRBRqID0yEg%3D%3D,,,,,,,,,,,,
813,QVC,Project Controller,Brugherio,"<span class=""css-2lqh28 e1cjmv6j1"">3.4<i class=""css-0 e1cjmv6j0""></i></span>",18 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2804&ao=1110586&s=58&guid=000001862148928baa46016f2dc54699&src=GD_JOB_AD&t=SR&vt=w&cs=1_0d737c13&cb=1675595650194&jobListingId=1008413006028&cpc=9E3121F390AE2874&jrtk=3-0-1gogkh4lak27r801-1gogkh4lr2a4s000-750879cb0d6fd6cd--6NYlbfkN0AEhuH6aQ2jAlpt2UORMZJ7VGkp35dfBxxx711uJ_34-fvlZY-X3lIKJmywyBD8VCgRj2CnBPSbdNkTA0QtURpOUqrqMJLmkZ-zcYbNEpzbbOV681bGTKIxvFh8gKieWjYChQ6SjLg9nsUAi2qoPgFD-j6-me7Z00g9ut8WbwTB0-VA86ksySOTBh5zyE7JeCcncqqY4ZhmbUgILUzJYDdET32yEx5HtUK03fz7H3GLwY-IdXgrVZWgbdjNEqu2MaaJoTW6kuPS9DZHFLT2zECGZNbphloxwcl9xOOVpstDmPYT8O8xFhIgDwWw-GivCuP0_J3OJxUmcSODRHrzanRzOPRu33ymZDMKTT57wq2oOha1s4-GQSE8TBcJ1nG-q9nQAqWdjEMyV41Azgli258Om5eQg-7Ze2dk2JkDvuLj-HxzhY9tfwubeSO9-UEAHNvmmHn1h9CSh2vEA87JhrKlzCxI-dagArHcaNyvyZCM-TAcc19gm2rw1rETnwG14bp4ps8qV4XyRiYj3WhUi4tpMi95O9ndzKnUj5-TDNvZOqoV659orW39UcyVjIDS1e0URTNSS__SejZBDyRnlnWlggYUV95pNaaN1cpwHqVP38gRBB3BR11EsPo4x8N5f_T64i5r3veEfnn_kg750WWY,,,,,,,,,,,,
814,jobtech,Junior Consulente,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.9<i class=""css-0 e1cjmv6j0""></i></span>",1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=2805&ao=1110586&s=58&guid=000001862148928baa46016f2dc54699&src=GD_JOB_AD&t=SR&vt=w&cs=1_84c4c5d7&cb=1675595650194&jobListingId=1008450333689&cpc=5B877AD962FD223B&jrtk=3-0-1gogkh4lak27r801-1gogkh4lr2a4s000-f1e5a89fb05ce068--6NYlbfkN0BhUQ-HNNcduSXnf43rV2y15v0z_WsvNujsSbY0-jJgEbUfKhyj0sSjcKj9mUwwW1EA00mLSRkiuNVLzHgifVjNwYvLxqgXS_7d4M-fvZhyoTqvp0hsQldu00DdUaYNGp739IVG6k-CW0FRiVWyNeFHfTlmC1okIW93CSQnNGiUmat__L0MSixvAkrMu3qZIjh43rYv-jVxCY4CTL6shkaaE_53VGprDxBvnjr2IQSj6gOkYt9Y8LEb8HIJEJXNY5emdBPU3YPgp5Hp6nGjAQkoMewBM5QXUZB5p7QupOq4YC-5fnGVnO0weNElkVCiSyibRLDHKHN7ziwjM53-uDvqqulLNu_dcKMDBu7hiBgOdCuDCQvNEKocBOlIASiEGk09tr4r45stehZ_ZE0hL1vIKVVwfcX14BAWadSh0H91gBRfncNpqecVzMH7g5lpiuzat0-8iIEGGP97XbIJLu_QxKSS8YqyJjUE6IjjLbg88iel3-Vki8ZFQmEZ7zozaVRt3S7j1k0HbN8EW0hTHqmgmg0gZE_kpz8EjGgNY3EqGvlLza3e14VaRBkDAqOsBGqVeAwYVhpIFabDT_aaVWY67IpSh1mMbF3P03F7_1wYnKLxN-GyJOLOjVZZSQpxtkca9xZW08JFI3qUGJYQG9qwr1rgXvkesoZhqkLl2ItdSQ%3D%3D,,,,,,,,,,,,
